t	u_avg	u_sdev	d-g0n0	g0n0	d-g0n2	g0n2	d-g0n4	g0n4	d-g0n5	g0n5	d-g0n7	g0n7	d-g0n9	g0n9	d-g0n12	g0n12	d-g0n15	g0n15	d-g0n17	g0n17	d-g0n18	g0n18	d-g0n19	g0n19	d-g1n2	g1n2	d-g1n4	g1n4	d-g1n5	g1n5	d-g1n10	g1n10	d-g1n11	g1n11	d-g1n12	g1n12	d-g1n13	g1n13	d-g1n14	g1n14	d-g1n18	g1n18	d-g2n0	g2n0	d-g2n6	g2n6	d-g2n7	g2n7	d-g2n8	g2n8	d-g2n13	g2n13	d-g2n14	g2n14	d-g2n16	g2n16	d-g2n18	g2n18	d-g2n19	g2n19	d-g3n1	g3n1	d-g3n2	g3n2	d-g3n5	g3n5	d-g3n6	g3n6	d-g3n7	g3n7	d-g3n13	g3n13	d-g3n14	g3n14	d-g3n18	g3n18	d-g4n0	g4n0	d-g4n1	g4n1	d-g4n3	g4n3	d-g4n4	g4n4	d-g4n5	g4n5	d-g4n6	g4n6	d-g4n8	g4n8	d-g4n10	g4n10	d-g4n11	g4n11	d-g4n12	g4n12	d-g4n13	g4n13	d-g4n15	g4n15	d-g4n16	g4n16	d-g4n17	g4n17	d-g4n18	g4n18	d-g5n1	g5n1	d-g5n3	g5n3	d-g5n7	g5n7	d-g5n8	g5n8	d-g5n9	g5n9	d-g5n11	g5n11	d-g5n13	g5n13	d-g5n15	g5n15	d-g5n16	g5n16	d-g5n19	g5n19	d-g6n0	g6n0	d-g6n1	g6n1	d-g6n2	g6n2	d-g6n3	g6n3	d-g6n4	g6n4	d-g6n6	g6n6	d-g6n9	g6n9	d-g6n10	g6n10	d-g6n11	g6n11	d-g6n12	g6n12	d-g6n15	g6n15	d-g6n16	g6n16	d-g6n17	g6n17	d-g6n19	g6n19	d-g7n2	g7n2	d-g7n6	g7n6	d-g7n7	g7n7	d-g7n10	g7n10	d-g7n14	g7n14	d-g7n15	g7n15	d-g7n17	g7n17	d-g8n0	g8n0	d-g8n1	g8n1	d-g8n3	g8n3	d-g8n8	g8n8	d-g8n9	g8n9	d-g8n11	g8n11	d-g8n12	g8n12	d-g9n3	g9n3	d-g9n4	g9n4	d-g9n5	g9n5	d-g9n8	g9n8	d-g9n9	g9n9	d-g9n10	g9n10	d-g9n14	g9n14	d-g9n16	g9n16	d-g9n17	g9n17	d-g9n19	g9n19	
28	1.00	0.00	5	5	9	9	16	16	8	8	4	4	6	6	7	7	16	16	1	1	0	0	4	4	4	4	2	2	1	1	1	1	8	8	8	8	2	2	2	2	6	6	16	16	2	2	4	4	6	6	3	3	1	1	4	4	4	4	0	0	0	0	2	2	7	7	5	5	3	3	1	1	5	5	0	0	8	8	7	7	3	3	5	5	6	6	2	2	3	3	5	5	2	2	7	7	0	0	6	6	8	8	3	3	5	5	2	2	1	1	5	5	1	1	3	3	4	4	3	3	5	5	6	6	2	2	0	0	6	6	6	6	2	2	4	4	5	5	6	6	5	5	0	0	0	0	0	0	6	6	8	8	1	1	6	6	2	2	8	8	6	6	4	4	3	3	5	5	0	0	4	4	1	1	2	2	3	3	0	0	8	8	12	12	1	1	5	5	4	4	0	0	11	11	1	1	5	5	6	6	2	2	
29	1.00	0.00	4	4	5	5	1	1	7	7	5	5	5	5	2	2	5	5	4	4	3	3	6	6	7	7	0	0	3	3	4	4	5	5	1	1	3	3	5	5	8	8	4	4	2	2	13	13	5	5	5	5	6	6	8	8	4	4	8	8	8	8	5	5	0	0	14	14	4	4	4	4	2	2	6	6	8	8	3	3	1	1	5	5	16	16	0	0	3	3	8	8	8	8	1	1	2	2	0	0	4	4	7	7	5	5	12	12	0	0	3	3	3	3	4	4	3	3	5	5	5	5	1	1	8	8	5	5	5	5	5	5	1	1	4	4	1	1	4	4	3	3	3	3	1	1	1	1	8	8	2	2	4	4	8	8	6	6	0	0	7	7	6	6	7	7	4	4	7	7	7	7	5	5	6	6	1	1	6	6	6	6	8	8	1	1	3	3	7	7	5	5	3	3	2	2	4	4	8	8	1	1	
30	1.00	0.00	8	8	5	5	5	5	8	8	8	8	0	0	6	6	5	5	1	1	0	0	6	6	6	6	2	2	6	6	5	5	7	7	4	4	4	4	16	16	3	3	2	2	4	4	8	8	0	0	4	4	0	0	1	1	2	2	1	1	0	0	7	7	2	2	6	6	7	7	3	3	6	6	7	7	0	0	1	1	8	8	1	1	1	1	7	7	6	6	6	6	2	2	0	0	11	11	3	3	7	7	2	2	7	7	7	7	1	1	5	5	5	5	5	5	6	6	14	14	5	5	3	3	8	8	5	5	6	6	1	1	5	5	17	17	9	9	1	1	3	3	6	6	6	6	3	3	2	2	4	4	3	3	1	1	1	1	6	6	7	7	1	1	1	1	8	8	6	6	0	0	2	2	1	1	3	3	7	7	8	8	8	8	6	6	2	2	3	3	0	0	7	7	4	4	0	0	7	7	2	2	
31	1.00	0.00	5	5	9	9	8	8	9	9	0	0	7	7	0	0	8	8	1	1	5	5	8	8	3	3	4	4	3	3	5	5	4	4	0	0	0	0	6	6	1	1	1	1	2	2	0	0	6	6	1	1	5	5	7	7	0	0	11	11	2	2	3	3	6	6	7	7	7	7	5	5	7	7	7	7	5	5	8	8	4	4	4	4	7	7	8	8	5	5	4	4	4	4	5	5	1	1	6	6	3	3	0	0	0	0	8	8	7	7	7	7	4	4	6	6	8	8	7	7	5	5	4	4	2	2	3	3	3	3	6	6	2	2	8	8	7	7	3	3	1	1	4	4	2	2	8	8	1	1	8	8	5	5	4	4	13	13	3	3	7	7	2	2	1	1	8	8	3	3	2	2	1	1	8	8	2	2	7	7	3	3	7	7	1	1	5	5	10	10	6	6	0	0	7	7	6	6	3	3	5	5	
32	1.00	0.00	2	2	0	0	5	5	6	6	4	4	7	7	2	2	5	5	10	10	8	8	2	2	7	7	3	3	4	4	4	4	0	0	6	6	0	0	7	7	6	6	4	4	4	4	0	0	6	6	5	5	7	7	2	2	5	5	2	2	4	4	1	1	7	7	4	4	5	5	0	0	5	5	2	2	3	3	4	4	1	1	1	1	0	0	5	5	7	7	1	1	2	2	11	11	6	6	5	5	3	3	2	2	0	0	7	7	1	1	0	0	8	8	6	6	5	5	2	2	1	1	2	2	8	8	2	2	2	2	11	11	6	6	6	6	1	1	8	8	8	8	6	6	8	8	1	1	4	4	8	8	5	5	3	3	1	1	0	0	3	3	4	4	3	3	4	4	6	6	3	3	8	8	3	3	7	7	7	7	4	4	10	10	1	1	8	8	1	1	7	7	2	2	7	7	3	3	3	3	7	7	
33	1.00	0.00	12	12	8	8	3	3	6	6	6	6	0	0	3	3	0	0	0	0	1	1	5	5	3	3	1	1	1	1	3	3	1	1	2	2	2	2	4	4	0	0	0	0	2	2	3	3	6	6	1	1	2	2	4	4	5	5	6	6	5	5	0	0	3	3	3	3	6	6	7	7	3	3	5	5	8	8	3	3	5	5	7	7	5	5	0	0	3	3	0	0	0	0	3	3	6	6	3	3	2	2	1	1	0	0	0	0	8	8	1	1	3	3	0	0	3	3	4	4	5	5	7	7	5	5	6	6	1	1	6	6	5	5	5	5	2	2	4	4	6	6	1	1	5	5	6	6	2	2	8	8	2	2	8	8	1	1	6	6	3	3	4	4	0	0	11	11	4	4	7	7	6	6	2	2	5	5	0	0	3	3	8	8	4	4	5	5	2	2	4	4	3	3	2	2	3	3	0	0	8	8	
34	1.00	0.00	0	0	6	6	11	11	2	2	6	6	2	2	13	13	5	5	1	1	1	1	1	1	7	7	2	2	5	5	8	8	3	3	2	2	4	4	2	2	4	4	1	1	0	0	0	0	8	8	6	6	6	6	1	1	5	5	8	8	2	2	8	8	5	5	1	1	7	7	6	6	3	3	1	1	8	8	0	0	9	9	4	4	8	8	3	3	8	8	0	0	4	4	7	7	1	1	7	7	3	3	2	2	5	5	3	3	8	8	9	9	6	6	4	4	6	6	1	1	1	1	2	2	0	0	1	1	2	2	7	7	3	3	3	3	7	7	4	4	7	7	11	11	0	0	7	7	4	4	4	4	6	6	2	2	6	6	8	8	5	5	5	5	0	0	0	0	3	3	4	4	7	7	4	4	6	6	3	3	3	3	4	4	2	2	3	3	2	2	4	4	4	4	7	7	3	3	2	2	7	7	
35	1.00	0.00	4	4	0	0	1	1	1	1	2	2	1	1	12	12	2	2	1	1	4	4	1	1	3	3	1	1	6	6	5	5	2	2	7	7	5	5	4	4	4	4	5	5	6	6	6	6	8	8	3	3	5	5	2	2	0	0	8	8	7	7	6	6	3	3	7	7	1	1	0	0	0	0	7	7	0	0	3	3	6	6	3	3	0	0	7	7	7	7	8	8	2	2	2	2	2	2	7	7	7	7	8	8	2	2	3	3	6	6	1	1	6	6	8	8	14	14	5	5	3	3	8	8	7	7	3	3	7	7	6	6	2	2	6	6	0	0	4	4	6	6	1	1	6	6	2	2	13	13	9	9	1	1	5	5	5	5	5	5	7	7	2	2	8	8	4	4	1	1	3	3	8	8	5	5	4	4	7	7	7	7	1	1	0	0	0	0	5	5	0	0	5	5	1	1	0	0	2	2	0	0	
36	1.00	0.00	6	6	7	7	2	2	4	4	6	6	4	4	2	2	3	3	4	4	1	1	3	3	0	0	2	2	6	6	0	0	2	2	5	5	8	8	3	3	4	4	1	1	8	8	4	4	0	0	8	8	8	8	8	8	0	0	0	0	5	5	6	6	4	4	1	1	0	0	0	0	7	7	3	3	2	2	10	10	0	0	0	0	5	5	6	6	3	3	5	5	6	6	7	7	2	2	5	5	7	7	1	1	4	4	4	4	7	7	5	5	0	0	9	9	3	3	7	7	4	4	5	5	8	8	6	6	0	0	5	5	5	5	0	0	8	8	2	2	0	0	8	8	4	4	5	5	0	0	1	1	3	3	8	8	2	2	4	4	3	3	3	3	5	5	7	7	2	2	2	2	7	7	5	5	5	5	2	2	1	1	3	3	2	2	2	2	3	3	0	0	0	0	1	1	5	5	6	6	15	15	
37	1.00	0.00	2	2	4	4	3	3	3	3	8	8	6	6	6	6	1	1	3	3	1	1	8	8	7	7	8	8	1	1	7	7	8	8	1	1	0	0	0	0	7	7	5	5	5	5	5	5	2	2	0	0	5	5	8	8	3	3	1	1	4	4	8	8	2	2	0	0	4	4	7	7	7	7	0	0	6	6	7	7	12	12	14	14	8	8	7	7	4	4	7	7	4	4	3	3	1	1	4	4	8	8	6	6	8	8	8	8	3	3	5	5	0	0	4	4	8	8	4	4	10	10	3	3	5	5	1	1	3	3	6	6	0	0	6	6	5	5	6	6	7	7	2	2	9	9	8	8	2	2	7	7	5	5	4	4	0	0	0	0	3	3	1	1	3	3	8	8	0	0	6	6	0	0	3	3	1	1	0	0	5	5	7	7	1	1	8	8	6	6	7	7	7	7	6	6	0	0	4	4	11	11	
38	1.00	0.00	3	3	2	2	1	1	0	0	4	4	8	8	0	0	7	7	6	6	5	5	0	0	1	1	2	2	6	6	0	0	4	4	1	1	4	4	2	2	9	9	6	6	10	10	6	6	2	2	4	4	5	5	1	1	4	4	0	0	10	10	7	7	3	3	3	3	4	4	0	0	5	5	0	0	6	6	8	8	8	8	8	8	4	4	6	6	1	1	5	5	8	8	6	6	8	8	8	8	4	4	6	6	0	0	2	2	8	8	9	9	8	8	5	5	2	2	7	7	1	1	8	8	3	3	2	2	0	0	0	0	4	4	4	4	6	6	7	7	4	4	1	1	0	0	10	10	0	0	4	4	0	0	3	3	4	4	1	1	0	0	7	7	0	0	7	7	8	8	1	1	8	8	8	8	0	0	5	5	7	7	0	0	2	2	8	8	6	6	8	8	7	7	7	7	8	8	6	6	3	3	
39	1.00	0.00	1	1	7	7	4	4	4	4	0	0	7	7	6	6	4	4	8	8	6	6	7	7	4	4	3	3	7	7	0	0	3	3	11	11	7	7	6	6	3	3	6	6	0	0	0	0	1	1	8	8	8	8	2	2	0	0	0	0	2	2	3	3	1	1	7	7	3	3	7	7	8	8	2	2	3	3	3	3	0	0	3	3	6	6	3	3	0	0	5	5	6	6	6	6	8	8	4	4	5	5	3	3	4	4	3	3	1	1	1	1	2	2	6	6	5	5	7	7	1	1	4	4	1	1	2	2	5	5	7	7	7	7	8	8	9	9	8	8	0	0	2	2	5	5	5	5	5	5	0	0	2	2	10	10	3	3	5	5	1	1	2	2	2	2	2	2	9	9	3	3	4	4	2	2	6	6	4	4	3	3	7	7	0	0	2	2	4	4	0	0	6	6	2	2	3	3	5	5	3	3	
40	1.00	0.00	7	7	4	4	1	1	4	4	2	2	6	6	5	5	6	6	4	4	6	6	5	5	5	5	2	2	9	9	1	1	2	2	7	7	4	4	0	0	8	8	5	5	7	7	0	0	6	6	5	5	6	6	8	8	6	6	3	3	4	4	6	6	0	0	1	1	6	6	5	5	2	2	0	0	0	0	4	4	0	0	4	4	6	6	1	1	6	6	5	5	5	5	1	1	2	2	8	8	1	1	7	7	1	1	3	3	1	1	0	0	1	1	3	3	2	2	5	5	5	5	1	1	2	2	8	8	3	3	4	4	3	3	8	8	6	6	7	7	5	5	4	4	1	1	2	2	4	4	5	5	1	1	3	3	8	8	2	2	5	5	2	2	0	0	4	4	4	4	7	7	5	5	10	10	7	7	7	7	8	8	7	7	14	14	9	9	1	1	1	1	5	5	8	8	7	7	0	0	4	4	
41	1.00	0.00	8	8	1	1	3	3	5	5	5	5	11	11	3	3	4	4	8	8	7	7	7	7	7	7	5	5	5	5	7	7	8	8	0	0	6	6	2	2	4	4	3	3	2	2	12	12	3	3	1	1	8	8	2	2	5	5	6	6	2	2	8	8	4	4	6	6	3	3	3	3	3	3	3	3	6	6	7	7	1	1	1	1	2	2	8	8	8	8	3	3	4	4	6	6	7	7	1	1	7	7	1	1	9	9	5	5	6	6	0	0	0	0	7	7	8	8	5	5	0	0	6	6	4	4	2	2	4	4	6	6	4	4	8	8	3	3	6	6	0	0	3	3	6	6	2	2	7	7	3	3	1	1	1	1	3	3	1	1	4	4	3	3	5	5	4	4	8	8	8	8	2	2	0	0	8	8	4	4	4	4	3	3	2	2	3	3	8	8	7	7	5	5	7	7	5	5	1	1	6	6	
42	1.00	0.00	2	2	1	1	5	5	3	3	6	6	4	4	7	7	5	5	0	0	7	7	6	6	3	3	7	7	0	0	5	5	1	1	5	5	1	1	3	3	7	7	4	4	7	7	1	1	3	3	7	7	5	5	3	3	4	4	0	0	6	6	3	3	5	5	2	2	0	0	7	7	6	6	4	4	8	8	3	3	0	0	2	2	1	1	8	8	7	7	5	5	5	5	2	2	0	0	6	6	1	1	1	1	0	0	1	1	3	3	2	2	1	1	7	7	7	7	5	5	0	0	0	0	1	1	4	4	8	8	1	1	5	5	1	1	0	0	2	2	6	6	3	3	3	3	5	5	4	4	5	5	1	1	0	0	4	4	7	7	5	5	7	7	1	1	7	7	5	5	3	3	8	8	3	3	4	4	2	2	2	2	4	4	5	5	4	4	5	5	0	0	2	2	15	15	0	0	2	2	8	8	
43	1.00	0.00	4	4	0	0	5	5	6	6	6	6	5	5	4	4	8	8	7	7	12	12	0	0	1	1	2	2	0	0	0	0	1	1	7	7	2	2	0	0	8	8	5	5	8	8	7	7	1	1	1	1	2	2	11	11	1	1	2	2	8	8	13	13	3	3	3	3	0	0	6	6	8	8	1	1	5	5	8	8	1	1	9	9	2	2	8	8	4	4	2	2	4	4	7	7	0	0	5	5	4	4	0	0	4	4	10	10	5	5	1	1	3	3	4	4	2	2	10	10	5	5	0	0	4	4	5	5	0	0	0	0	7	7	1	1	10	10	8	8	7	7	5	5	0	0	6	6	3	3	7	7	4	4	6	6	2	2	5	5	1	1	3	3	7	7	7	7	7	7	10	10	7	7	1	1	1	1	4	4	8	8	5	5	6	6	0	0	6	6	7	7	5	5	3	3	7	7	7	7	15	15	
44	1.00	0.00	6	6	2	2	0	0	1	1	0	0	5	5	3	3	14	14	4	4	9	9	3	3	6	6	8	8	3	3	0	0	16	16	1	1	8	8	7	7	3	3	1	1	5	5	7	7	7	7	8	8	8	8	7	7	2	2	2	2	1	1	11	11	7	7	0	0	0	0	6	6	1	1	6	6	1	1	8	8	8	8	0	0	8	8	1	1	2	2	7	7	4	4	3	3	0	0	1	1	6	6	4	4	8	8	5	5	8	8	6	6	2	2	6	6	2	2	1	1	8	8	0	0	3	3	8	8	7	7	2	2	7	7	7	7	6	6	2	2	1	1	5	5	4	4	0	0	1	1	6	6	3	3	1	1	8	8	7	7	6	6	5	5	3	3	7	7	8	8	5	5	7	7	9	9	1	1	4	4	2	2	8	8	7	7	3	3	6	6	11	11	5	5	3	3	5	5	12	12	1	1	
45	1.00	0.00	3	3	5	5	6	6	2	2	8	8	6	6	8	8	7	7	6	6	1	1	3	3	7	7	1	1	10	10	13	13	7	7	4	4	3	3	5	5	7	7	3	3	8	8	7	7	2	2	7	7	5	5	16	16	10	10	6	6	5	5	2	2	0	0	0	0	8	8	6	6	2	2	0	0	4	4	4	4	0	0	5	5	8	8	6	6	2	2	17	17	4	4	0	0	1	1	8	8	0	0	5	5	1	1	2	2	8	8	2	2	3	3	0	0	1	1	6	6	8	8	2	2	4	4	8	8	4	4	1	1	3	3	5	5	9	9	2	2	7	7	7	7	5	5	3	3	8	8	9	9	5	5	5	5	1	1	10	10	7	7	1	1	7	7	7	7	0	0	4	4	1	1	6	6	0	0	5	5	5	5	7	7	1	1	5	5	0	0	8	8	4	4	4	4	14	14	7	7	12	12	
46	1.00	0.00	8	8	7	7	1	1	4	4	6	6	8	8	3	3	7	7	8	8	1	1	0	0	1	1	8	8	3	3	5	5	4	4	0	0	4	4	7	7	8	8	7	7	1	1	7	7	4	4	8	8	0	0	4	4	5	5	5	5	4	4	0	0	4	4	0	0	8	8	1	1	2	2	2	2	11	11	0	0	1	1	0	0	8	8	5	5	3	3	1	1	4	4	7	7	1	1	8	8	0	0	1	1	8	8	7	7	7	7	7	7	7	7	1	1	1	1	1	1	11	11	5	5	5	5	1	1	1	1	4	4	4	4	1	1	4	4	2	2	8	8	5	5	2	2	5	5	0	0	2	2	3	3	3	3	0	0	5	5	2	2	8	8	3	3	3	3	5	5	5	5	8	8	0	0	4	4	4	4	0	0	0	0	5	5	1	1	0	0	5	5	2	2	3	3	4	4	7	7	4	4	
47	1.00	0.00	2	2	8	8	2	2	7	7	0	0	1	1	8	8	5	5	2	2	0	0	3	3	0	0	4	4	7	7	7	7	2	2	2	2	4	4	7	7	0	0	6	6	8	8	1	1	1	1	8	8	2	2	4	4	2	2	8	8	8	8	6	6	4	4	6	6	1	1	5	5	3	3	4	4	0	0	0	0	11	11	7	7	2	2	0	0	4	4	10	10	8	8	5	5	6	6	2	2	7	7	3	3	7	7	7	7	7	7	1	1	5	5	3	3	2	2	6	6	8	8	1	1	0	0	1	1	0	0	3	3	5	5	1	1	7	7	7	7	7	7	3	3	4	4	8	8	12	12	1	1	2	2	2	2	0	0	7	7	2	2	0	0	1	1	1	1	5	5	6	6	8	8	1	1	2	2	5	5	3	3	3	3	3	3	8	8	6	6	3	3	5	5	4	4	0	0	4	4	0	0	
48	1.00	0.00	6	6	6	6	1	1	2	2	7	7	9	9	0	0	1	1	7	7	7	7	6	6	8	8	5	5	6	6	3	3	8	8	3	3	3	3	2	2	5	5	4	4	3	3	0	0	0	0	4	4	3	3	7	7	2	2	4	4	7	7	7	7	2	2	3	3	3	3	7	7	5	5	8	8	5	5	5	5	1	1	3	3	6	6	4	4	8	8	5	5	4	4	8	8	8	8	4	4	2	2	10	10	4	4	5	5	2	2	4	4	3	3	6	6	2	2	2	2	5	5	0	0	3	3	8	8	5	5	6	6	2	2	7	7	4	4	5	5	2	2	5	5	1	1	1	1	2	2	6	6	4	4	0	0	2	2	5	5	5	5	9	9	7	7	3	3	3	3	2	2	6	6	8	8	5	5	4	4	5	5	10	10	2	2	4	4	5	5	3	3	4	4	4	4	6	6	5	5	8	8	
49	1.00	0.00	5	5	2	2	0	0	8	8	3	3	1	1	1	1	0	0	5	5	6	6	2	2	5	5	0	0	6	6	7	7	0	0	5	5	5	5	0	0	7	7	3	3	4	4	5	5	1	1	4	4	10	10	4	4	8	8	4	4	13	13	10	10	5	5	6	6	8	8	6	6	7	7	6	6	1	1	1	1	0	0	0	0	2	2	6	6	5	5	5	5	6	6	3	3	7	7	2	2	6	6	5	5	8	8	0	0	0	0	0	0	7	7	1	1	2	2	3	3	1	1	6	6	5	5	1	1	4	4	5	5	6	6	1	1	4	4	6	6	6	6	3	3	1	1	1	1	4	4	0	0	5	5	0	0	8	8	0	0	1	1	1	1	7	7	5	5	11	11	2	2	8	8	7	7	17	17	5	5	8	8	6	6	3	3	2	2	7	7	2	2	0	0	1	1	13	13	3	3	8	8	
50	1.00	0.00	4	4	3	3	7	7	4	4	6	6	3	3	4	4	2	2	2	2	6	6	6	6	6	6	0	0	4	4	7	7	8	8	1	1	4	4	6	6	3	3	2	2	0	0	7	7	5	5	5	5	5	5	1	1	0	0	7	7	0	0	1	1	1	1	5	5	3	3	0	0	4	4	3	3	2	2	0	0	2	2	8	8	4	4	7	7	1	1	8	8	7	7	7	7	4	4	5	5	1	1	0	0	4	4	6	6	3	3	4	4	4	4	4	4	4	4	0	0	5	5	0	0	7	7	8	8	5	5	3	3	6	6	1	1	6	6	2	2	3	3	5	5	5	5	3	3	4	4	3	3	5	5	12	12	8	8	3	3	3	3	8	8	3	3	11	11	4	4	5	5	3	3	5	5	1	1	4	4	4	4	4	4	1	1	0	0	1	1	4	4	3	3	9	9	2	2	0	0	1	1	
51	1.00	0.00	2	2	1	1	4	4	8	8	6	6	6	6	4	4	1	1	7	7	2	2	6	6	8	8	8	8	2	2	0	0	6	6	2	2	8	8	1	1	8	8	5	5	1	1	8	8	2	2	3	3	6	6	7	7	8	8	8	8	6	6	1	1	0	0	2	2	12	12	2	2	7	7	8	8	1	1	8	8	0	0	8	8	2	2	0	0	1	1	4	4	5	5	2	2	3	3	4	4	8	8	3	3	1	1	3	3	6	6	5	5	6	6	1	1	8	8	4	4	8	8	5	5	2	2	4	4	5	5	0	0	4	4	8	8	0	0	3	3	9	9	7	7	0	0	7	7	7	7	4	4	2	2	6	6	4	4	8	8	3	3	1	1	7	7	8	8	4	4	8	8	10	10	5	5	1	1	7	7	0	0	6	6	6	6	0	0	0	0	7	7	5	5	7	7	3	3	1	1	8	8	
52	1.00	0.00	2	2	4	4	2	2	0	0	3	3	6	6	6	6	5	5	0	0	5	5	5	5	0	0	6	6	11	11	0	0	9	9	3	3	2	2	1	1	8	8	5	5	4	4	3	3	7	7	6	6	0	0	8	8	1	1	0	0	5	5	4	4	8	8	6	6	4	4	1	1	5	5	1	1	9	9	8	8	3	3	8	8	8	8	4	4	16	16	4	4	6	6	6	6	6	6	6	6	3	3	2	2	4	4	3	3	7	7	0	0	3	3	5	5	4	4	17	17	8	8	7	7	1	1	1	1	6	6	7	7	7	7	10	10	5	5	6	6	3	3	6	6	8	8	0	0	3	3	8	8	0	0	2	2	2	2	6	6	2	2	0	0	3	3	4	4	0	0	5	5	2	2	7	7	1	1	10	10	3	3	9	9	0	0	4	4	3	3	1	1	4	4	2	2	2	2	1	1	7	7	
53	1.00	0.00	8	8	7	7	4	4	6	6	7	7	0	0	0	0	4	4	1	1	8	8	13	13	5	5	6	6	8	8	4	4	1	1	6	6	3	3	4	4	11	11	2	2	4	4	8	8	4	4	6	6	4	4	8	8	8	8	3	3	4	4	8	8	8	8	7	7	6	6	4	4	0	0	3	3	0	0	7	7	0	0	2	2	3	3	7	7	3	3	5	5	8	8	1	1	5	5	2	2	4	4	8	8	3	3	2	2	5	5	1	1	4	4	6	6	7	7	4	4	9	9	6	6	6	6	6	6	0	0	4	4	7	7	15	15	8	8	7	7	7	7	11	11	0	0	2	2	7	7	8	8	5	5	3	3	8	8	7	7	3	3	15	15	7	7	4	4	4	4	1	1	5	5	0	0	0	0	4	4	8	8	6	6	2	2	1	1	3	3	8	8	7	7	5	5	5	5	6	6	1	1	
54	1.00	0.00	2	2	4	4	1	1	3	3	7	7	3	3	4	4	2	2	3	3	0	0	2	2	8	8	3	3	0	0	8	8	0	0	6	6	4	4	0	0	7	7	6	6	7	7	3	3	7	7	1	1	7	7	7	7	8	8	0	0	8	8	7	7	6	6	4	4	1	1	5	5	5	5	7	7	4	4	6	6	6	6	8	8	6	6	14	14	6	6	0	0	0	0	8	8	2	2	1	1	1	1	1	1	1	1	4	4	1	1	1	1	4	4	8	8	3	3	1	1	4	4	3	3	3	3	4	4	5	5	1	1	4	4	1	1	0	0	1	1	1	1	12	12	5	5	6	6	4	4	0	0	2	2	0	0	5	5	11	11	4	4	4	4	0	0	4	4	1	1	4	4	7	7	0	0	8	8	3	3	4	4	0	0	0	0	1	1	8	8	0	0	1	1	6	6	8	8	3	3	7	7	
55	1.00	0.00	3	3	2	2	16	16	1	1	0	0	7	7	3	3	1	1	8	8	12	12	3	3	1	1	2	2	5	5	8	8	8	8	6	6	7	7	2	2	4	4	6	6	3	3	7	7	5	5	0	0	8	8	1	1	6	6	7	7	4	4	1	1	7	7	1	1	0	0	6	6	15	15	1	1	3	3	3	3	0	0	7	7	8	8	4	4	4	4	7	7	8	8	3	3	0	0	2	2	1	1	2	2	0	0	0	0	2	2	1	1	0	0	6	6	3	3	4	4	6	6	0	0	7	7	0	0	4	4	8	8	5	5	0	0	1	1	3	3	6	6	2	2	15	15	3	3	5	5	4	4	3	3	5	5	5	5	8	8	3	3	8	8	1	1	2	2	3	3	0	0	3	3	4	4	3	3	5	5	5	5	3	3	6	6	0	0	9	9	8	8	4	4	8	8	7	7	7	7	8	8	
56	1.00	0.00	1	1	4	4	8	8	7	7	7	7	5	5	5	5	3	3	0	0	5	5	8	8	4	4	3	3	0	0	1	1	2	2	0	0	7	7	7	7	6	6	2	2	0	0	7	7	4	4	4	4	4	4	1	1	3	3	8	8	8	8	15	15	8	8	7	7	7	7	5	5	7	7	3	3	7	7	8	8	4	4	8	8	2	2	7	7	5	5	7	7	5	5	5	5	5	5	2	2	1	1	6	6	8	8	9	9	3	3	0	0	5	5	4	4	5	5	2	2	1	1	3	3	3	3	7	7	4	4	2	2	8	8	6	6	4	4	1	1	3	3	4	4	3	3	8	8	1	1	4	4	2	2	5	5	8	8	4	4	2	2	5	5	1	1	1	1	5	5	5	5	8	8	4	4	3	3	11	11	0	0	8	8	2	2	2	2	2	2	2	2	2	2	1	1	7	7	6	6	2	2	
57	1.00	0.00	1	1	5	5	8	8	6	6	0	0	7	7	3	3	7	7	2	2	6	6	0	0	11	11	6	6	2	2	1	1	1	1	1	1	4	4	0	0	1	1	7	7	8	8	3	3	4	4	3	3	8	8	4	4	4	4	7	7	1	1	2	2	4	4	3	3	6	6	6	6	7	7	4	4	5	5	2	2	6	6	2	2	5	5	5	5	3	3	8	8	8	8	12	12	4	4	0	0	4	4	3	3	6	6	8	8	2	2	0	0	2	2	1	1	4	4	8	8	7	7	3	3	1	1	5	5	2	2	6	6	7	7	14	14	2	2	8	8	3	3	8	8	4	4	2	2	0	0	6	6	6	6	1	1	4	4	14	14	12	12	8	8	6	6	6	6	3	3	3	3	4	4	4	4	5	5	15	15	6	6	1	1	3	3	8	8	9	9	2	2	1	1	6	6	12	12	7	7	0	0	
58	1.00	0.00	5	5	3	3	7	7	3	3	5	5	5	5	1	1	12	12	1	1	5	5	4	4	5	5	4	4	7	7	1	1	4	4	3	3	2	2	4	4	4	4	4	4	8	8	2	2	6	6	5	5	5	5	5	5	5	5	8	8	7	7	1	1	1	1	7	7	8	8	7	7	10	10	6	6	2	2	5	5	6	6	4	4	7	7	1	1	4	4	0	0	1	1	4	4	1	1	2	2	11	11	3	3	6	6	10	10	2	2	0	0	7	7	2	2	6	6	3	3	3	3	7	7	0	0	1	1	2	2	0	0	4	4	8	8	7	7	2	2	4	4	2	2	8	8	2	2	6	6	7	7	2	2	9	9	3	3	7	7	6	6	5	5	6	6	3	3	2	2	4	4	0	0	10	10	0	0	0	0	8	8	1	1	7	7	2	2	5	5	5	5	13	13	2	2	5	5	7	7	3	3	
